Title,Rating,Voting,Duration (min),Genre
Double Ismart,2.9,2100,156,Horror
Samandar,7.7,140,172,Horror
Operation Valentine,5.3,1400,133,Horror
The Traveller,5.2,208,134,Horror
Alangu,8.1,1200,131,Horror
The Actor,3.4,733,128,Horror
Drive,5.6,334,90,Horror
Kondal,5.4,775,147,Horror
Clownface 3,9.0,36,104,Horror
My Fathers' Daughter,6.7,74,78,Horror
The Lost Tiger,7.9,45,90,Horror
Bohurupi,8.3,1400,155,Horror
The Epidemic,5.7,72,95,Horror
The Unbreakable Bunch,7.3,27,0,Horror
12 Gaun,6.3,884,147,Horror
Fyre Rises,6.5,322,110,Horror
Bhaje Vaayu Vegam,6.1,555,136,Horror
Shark Island,3.2,115,81,Horror
Buddy,3.8,346,137,Horror
Die Chaosschwestern und Pinguin Paul,5.7,68,100,Horror
Memes & Nightmares,5.7,86,81,Horror
Zebra,7.2,3200,164,Horror
Camp Blood: Clown Shark,3.3,87,70,Horror
Jorge da Capadócia,6.4,133,119,Horror
Nintama Rantaro Dokutake Ninja-tai Saikyou no Gunshi,6.9,21,90,Horror
Turbo,5.9,3600,155,Horror
Captain Miller,6.5,8600,157,Horror
Where Is Gilgamesh?,9.0,607,90,Horror
Mazhai Pidikatha Manithan,4.5,424,133,Horror
Game On,5.3,2300,140,Horror
Hitler,5.2,305,128,Horror
Por,5.1,616,154,Horror
Prepare to Die,4.6,236,93,Horror
Red vs. Blue: Restoration,5.6,137,85,Horror
Tòkunbò,3.9,296,113,Horror
Sucha Soorma,6.4,918,136,Horror
Mummy Shark,2.0,178,66,Horror
Buying Time,6.2,438,84,Horror
Ship of the Damned,2.8,298,88,Horror
Bull Shark 2,2.9,165,75,Horror
Ghosts of Red Ridge,3.3,158,81,Horror
Taklee Genesis x Worlds Collide,5.4,411,146,Horror
Bastar: The Naxal Story,6.4,3300,124,Horror
The Mick and the Trick,4.9,76,96,Horror
Mission: Chapter 1,5.9,1700,144,Horror
Ameena,6.4,19,107,Horror
Spirit Riser,6.7,33,98,Horror
Touchdown,6.8,14,78,Horror
Speed 220,6.8,1000,114,Horror
Echo 8,3.9,201,96,Horror
The Desperate Chase,5.5,60,110,Horror
The Omicron Killer,2.9,596,98,Horror
Sayen: The Huntress,4.4,255,88,Horror
Agastya - Chapter 1,6.9,597,168,Horror
Matka,4.7,586,156,Horror
Gangs of Godavari,5.0,909,165,Horror
Ame no naka no yokujô,5.9,77,132,Horror
Losing Lerato 2,9.1,34,96,Horror
Kung Fu Games,3.3,381,98,Horror
Diabel,5.1,254,108,Horror
Shu Si Yi Bo,6.7,33,91,Horror
Guy Manley: Super Spy,4.4,117,92,Horror
Ballistic,2.2,161,95,Horror
The Circuit 4: Faith Fighter,4.3,89,90,Horror
I Am What I Am 2,7.5,206,134,Horror
DNA,5.1,210,156,Horror
The Last Chainsaw Massacre,3.7,42,75,Horror
Vixen,5.3,200,88,Horror
Young Lion of the West,5.2,108,93,Horror
Sunfall,2.3,37,74,Horror
Onsen shâku,5.9,32,70,Horror
Panjab Files,8.2,20,117,Horror
Mathu Vadalara 2,7.0,1700,139,Horror
Clone Cops,6.2,209,96,Horror
Saindhav,5.1,1600,138,Horror
Blade of Fury,6.1,125,90,Horror
Jathara,7.8,1100,129,Horror
How to Make a Werewolf,5.9,139,0,Horror
Mutant,4.5,59,90,Horror
High Forces,5.7,530,119,Horror
Bonus Trip,4.6,227,113,Horror
Formed Police Unit,4.6,479,120,Horror
Sous écrous,5.3,51,111,Horror
Tokusou Sentai Dekaranger 20th: Fireball Booster,7.0,33,50,Horror
The Infallibles,4.8,755,99,Horror
Dange,5.3,794,154,Horror
Transformers Prime: Galavatron's Revenge,3.4,10,104,Horror
Raju Gari Ammayi Naidu Gari Abbayi,8.2,3100,158,Horror
Kill Craft,2.4,365,99,Horror
24 Hours to D-Day,4.8,37,83,Horror
Rebel,3.1,65,100,Horror
Thundu,5.0,906,125,Horror
The Grey Men,6.4,71,97,Horror
Marni: The Story of Wewe Gombel,5.8,215,119,Horror
The Wild Blade of Strangers,6.2,113,102,Horror
Oru Anveshanathinte Thudakkam,7.1,830,181,Horror
Black Storm,6.7,65,97,Horror
Dragon Ball Z Kai,8.5,71,82,Horror
Bhairadevi,8.7,50,134,Horror
The Miranda Brothers,4.4,190,99,Horror
Ape X Mecha Ape: New World Order,2.8,135,87,Horror
Jithender Reddy,7.9,2400,136,Horror
Kali,5.1,418,96,Horror
Shekko,6.0,565,120,Horror
In Tenebras: Into the Darkness,3.3,174,90,Horror
Indrani: Epic-1 Dharam vs Karam,7.6,1100,157,Horror
Dreams,7.6,8,106,Horror
Karma,4.1,19,111,Horror
Sector 17,5.5,1300,146,Horror
Gam Gam Ganesha,5.3,310,140,Horror
Serra das Almas,5.4,14,120,Horror
Devaki Nandana Vasudeva,6.6,2700,128,Horror
Desperado,5.9,144,100,Horror
Athhoi,8.0,134,158,Horror
Kadakan,4.0,113,128,Horror
Gold Raiders,2.0,183,88,Horror
Soodhu Kavvum 2: Naatum Naatu Makkalum,3.7,202,129,Horror
Bandaa Singh Chaudhary,6.2,5200,113,Horror
Texas Twister,2.5,158,88,Horror
Captain Avispa,5.8,177,96,Horror
Kamen Rider 555 20th: Paradise Regained,5.9,142,65,Horror
Death Game,6.3,24,88,Horror
Honeko Akabane's Bodyguards,5.9,41,117,Horror
Saint Young Men: Holy Men vs Demon Army,3.0,14,93,Horror
Bond of Justice: Kizuna Part I - Encounter,6.2,18,92,Horror
Hell City,9.1,27,90,Horror
Next to Us,4.8,225,125,Horror
The Vampire and the Vigilante,3.6,51,75,Horror
Rang De Basanti,8.8,145,174,Horror
Polar,4.4,29,76,Horror
Love You as the World Ends Final,6.3,38,115,Horror
The Alexandrian,3.8,254,104,Horror
Shadows of Betrayal: Chronicles of Ian Blair,7.3,12,65,Horror
Hiranya,5.6,20,138,Horror
London Gangsters,4.3,11,104,Horror
SCP: The Infinite Mission,6.0,32,0,Horror
Too Little Too Late,5.5,8,66,Horror
Lisabi: The Uprising,6.1,125,107,Horror
Uninvited,6.5,78,93,Horror
Türkler Çildirmis Olmali 2: Mavi Vatan,2.2,158,100,Horror
Fuuto PI: Portrait of Kamen Rider Skull,7.5,42,82,Horror
Dark Fusion,8.5,236,90,Horror
Neon Fear,5.8,554,40,Horror
Reloaded 2,7.7,1100,45,Horror
The Evil Three,6.6,995,30,Horror
Sumaho o otoshita dake na no ni: Saishusho Final Hacking Game,7.0,23,116,Horror
Hrashwo Deergha,8.0,82,150,Horror
The Slave and the Sorcerer,6.7,40,86,Horror
Revenge,1.7,42,127,Horror
Gone with the Dead,4.4,47,96,Horror
Anchakkallakokkan,6.6,1000,126,Horror
Megdan: Between Water and Fire,5.4,724,106,Horror
Chasing Raine,2.3,187,101,Horror
Pottel,8.2,2700,148,Horror
Marine Drive,9.5,50,105,Horror
Exorcism Chronicles: The Beginning,7.1,100,85,Horror
Weapon,5.4,5500,120,Horror
Tariq,6.2,18,122,Horror
Sentimentaaal,5.3,977,135,Horror
What Happens in Miami,4.3,220,90,Horror
Mechanic Rocky,6.5,3400,156,Horror
Dünya Mali: Eksi Bir,7.2,17,133,Horror
Saala,5.7,1100,130,Horror
Viswam,4.2,646,155,Horror
Deadzone,4.1,35,80,Horror
Stranded Pearl,6.0,27,90,Horror
Bhimaa,5.1,1200,141,Horror
Bloodline,9.2,49,80,Horror
Pranaya Godari,7.8,2400,148,Horror
Witch Hunter,5.3,24,80,Horror
Sacrum Vindictae II,4.5,13,114,Horror
Permafrost,5.7,115,80,Horror
South Side Hero,5.4,37,92,Horror
Yakuza Girl,2.3,66,82,Horror
Genis Aile 4: Cevahir & Ulvi,7.0,54,90,Horror
Lie Zhan,6.9,66,93,Horror
Gravediggers,6.5,30,91,Horror
Brattt,4.7,67,117,Horror
Second Life,6.7,49,105,Horror
Komandir,6.4,523,131,Horror
Spider-Man: Final Swing,8.4,10,153,Horror
Purushothamudu,7.4,14,120,Horror
Major Grom: The Game,6.1,1900,168,Horror
The Captives,3.5,66,73,Horror
Kuang Bao Ju Xi,5.9,72,75,Horror
Wonderful Precure! The Movie! Doki Doki Game no Sekai de Daiboken,7.0,35,71,Horror
Kamen Rider Gotchard: The Future Daybreak,7.9,71,63,Horror
Cholo Zombies,4.6,103,96,Horror
Average Student Nani,7.5,2200,138,Horror
Rob N Roll,6.1,1500,98,Horror
Usha Parinayam,9.0,2100,144,Horror
Itutumba ka ng tatay ko,5.3,31,109,Horror
Rathnam,5.4,3700,155,Horror
Emanet,7.9,31,97,Horror
Bheema,5.8,954,148,Horror
Petta Rap,3.8,1700,123,Horror
Pariah Volume 1: Every Street Dog Has a Name,6.9,388,138,Horror
Dark World,4.9,15,135,Horror
The Burden of Nine Lives,4.7,101,116,Horror
Pushpaka Vimanam,5.6,16,137,Horror
The Worlds Divide,8.1,39,120,Horror
Mega Twister,2.5,52,75,Horror
Dhaaak,8.6,24,128,Horror
Zénithal,5.5,84,80,Horror
"Bullets, Brothers and Blood",7.8,15,85,Horror
September Babies,5.8,289,94,Horror
Death Bitch,7.2,20,88,Horror
The Yoshi Movie,7.7,12,105,Horror
Angel of the Warrior,8.5,134,90,Horror
Kamen Rider Geats: Jyamato Awaking,7.9,75,54,Horror
Aho Vikramaarka,7.4,54,136,Horror
Villain - Life of a Gangster,8.9,157,141,Horror
Warning 2,7.1,887,125,Horror
Holy Punch,5.2,48,98,Horror
Iddaru,8.8,297,148,Horror
Ultraman Blazar the Movie: Tokyo Kaiju Showdown,7.5,86,75,Horror
The Escapee 3: The Final Escape,2.6,64,83,Horror
Pungut,6.9,12,100,Horror
Hain,2.9,45,95,Horror
Rode College,6.6,429,168,Horror
Roxana,3.8,66,98,Horror
Neo-Dome,6.7,17,15,Horror
Artist Unknown,8.7,17,82,Horror
Naa Saami Ranga,4.5,1200,150,Horror
GATAO: Like Father Like Son,6.8,70,100,Horror
Special Needs Revolt!,9.0,6,113,Horror
Inanimate Insanity II: The Movie,8.4,232,106,Horror
Rocky and Bullwinkle,9.2,13,100,Horror
Crypto Storm,4.8,34,101,Horror
Raktaksha,8.0,1400,118,Horror
Raanti,6.6,1100,115,Horror
Election,5.8,803,120,Horror
Chaari 111,4.8,258,130,Horror
Hakkenden,5.8,76,149,Horror
Dr. Jason II - Lights & Shadows,4.9,329,62,Horror
Played,6.2,11,96,Horror
Naag Bhoomi,5.7,8,130,Horror
Thankamani,4.6,229,156,Horror
Breaking Tradition,6.9,26,87,Horror
Thiragabadara Saami,6.4,96,115,Horror
Abudeka Is Back,5.3,35,120,Horror
Abnormal: Buas,5.6,26,90,Horror
Krishnamma,6.2,366,138,Horror
"Silex and the City, le film",4.9,50,77,Horror
Slide or Die the Movie,9.2,8,127,Horror
Appu,8.6,182,92,Horror
Hide and Seek,8.0,55,130,Horror
Killer Ex,3.9,52,94,Horror
Nenu Keerthana,8.9,2100,155,Horror
Haraa,5.3,2900,136,Horror
Mother Mafia,3.2,51,80,Horror
Shri Swapankumarer Badami Hyenar Kobole,5.6,324,146,Horror
Anthima Theerpu,7.0,1500,133,Horror
Charlotte Link - Ohne Schuld,5.5,41,89,Horror
Sarangadhariya,8.4,3100,150,Horror
Blocking the Horse,5.8,14,94,Horror
Nothing Unusual,8.9,13,92,Horror
The Mystery of Humanoid Puppet,6.7,61,88,Horror
Mobile Suit Gundam: Silver Phantom,6.1,13,90,Horror
Nasha Jurm Aur Gangsters,6.6,2600,137,Horror
The SML YTP Movie 2: Dimension Trouble,8.3,13,94,Horror
Happy Dragons,4.9,9,97,Horror
Surge of Power: Where There's Smoke,6.5,13,68,Horror
Joshua: Imai Pol Kaka,4.5,585,130,Horror
Ajay Gadu,6.9,1000,108,Horror
Di Renjie: Tongtian xuan an,7.2,16,85,Horror
Rock 'n' Roll Ringo,6.3,54,101,Horror
Reeza GTR,7.4,14,91,Horror
Snowstorm,4.5,6,91,Horror
Cândido,6.3,61,99,Horror
Chhota Bheem and the Curse of Damyaan,4.8,2300,145,Horror
Fights Break Sphere 3,4.7,8,81,Horror
Supplier Shankara,9.3,71,163,Horror
Shockwaves 2,2.8,148,79,Horror
Wilhelm Gustloff,8.7,8,110,Horror
Chinatown Chacha,5.1,56,103,Horror
Surrender,7.8,15,149,Horror
Bullet,9.0,569,131,Horror
E-mail,5.4,805,119,Horror
Kill the Children first,7.8,26,106,Horror
Inkabi,4.7,79,101,Horror
Joy Hanu Man,8.9,25,143,Horror
The Bodyguard,6.6,30,87,Horror
Bloodlust,8.2,11,97,Horror
Lorry Chapter-1,5.7,2400,183,Horror
Joachim and the Apocalypse,7.2,13,90,Horror
Operation Star,7.7,24,102,Horror
El Duro,5.0,16,90,Horror
Mercy Killing,8.7,2700,131,Horror
Dangerous Boys 2,5.1,9,115,Horror
Be Forever Yamato: Rebel 3199: Part 1: Dark Invasion,7.0,9,50,Horror
Operation Wakaliga: Fate and Blood,6.7,11,66,Horror
Zoloto Umalty,4.9,109,109,Horror
Yao Shen Ling,6.7,66,93,Horror
Ugravatara,7.9,552,122,Horror
Hope & Glory,6.6,145,44,Horror
Kiyma: Orman Kanunlari,4.5,36,81,Horror
Jigar,7.1,18,122,Horror
Jurassic Exorcist,3.8,23,76,Horror
The Dragon's Tomb,6.8,52,77,Horror
Codename: Devil,5.4,5,104,Horror
Zhi Bao,5.7,17,100,Horror
Halloween: Mal Eterno,8.2,225,50,Horror
Kreem,6.8,128,115,Horror
Opportunity,8.9,91,96,Horror
Kohinoor,8.1,22,119,Horror
Framed,4.9,69,0,Horror
Vey Dharuvey,6.4,2300,127,Horror
Mirg,6.1,36,83,Horror
The Very Last Christmas,8.5,12,75,Horror
Sith Wars: Episódio III - Fantasmas Dos Sith,8.6,115,99,Horror
Inherited,9.5,21,76,Horror
The Drunken Prodigy,5.7,16,107,Horror
The Delegator,4.2,17,96,Horror
Skhvatka,5.2,23,107,Horror
Inexternal,3.2,19,83,Horror
The Journey of Flower,3.9,26,97,Horror
The Correct Way of Youth,9.3,782,90,Horror
Achilles Curse and the Curse of Treasure,7.4,25,125,Horror
Hocus Focus,7.9,19,85,Horror
Dhil Raja,9.4,131,106,Horror
Raja 420,6.1,21,81,Horror
The Bottom Line,6.5,12,107,Horror
Ohsama Sentai King-Ohger vs. Donbrothers,6.8,37,26,Horror
Combat Code: Hunt,7.4,17,76,Horror
Big Brother,8.5,2000,115,Horror
Kaveri,6.8,1500,101,Horror
Common Creed: Trafficking,6.7,8,106,Horror
Give Me Babies,6.7,6,23,Horror
Agent 86,6.7,6,87,Horror
Gull Lake Vice II: The Delusion Continues,8.2,16,58,Horror
Usire Usire,7.5,1100,151,Horror
Janna Endoro,8.1,15,120,Horror
Dead Hand,4.1,75,92,Horror
Firework,6.2,13,60,Horror
Day of the Diesels,7.7,10,100,Horror
Kaale Angrej,5.5,17,131,Horror
Break War,2.4,15,86,Horror
Klaantha,6.2,518,107,Horror
Mavr,7.5,6,83,Horror
Premalo,7.3,1100,128,Horror
Dheera,7.9,1300,123,Horror
Mr. Natwarlal,6.4,779,130,Horror
Me and the Dragon's Daughter,5.2,10,75,Horror
Heavens: The Boy and His Robot,6.3,22,98,Horror
Max Beyond,6.6,17,93,Horror
Gally Gang Stars,9.0,2000,157,Horror
Rudra: The Beginning,9.4,38,135,Horror
Seetha Kalyana Vaibhogame,8.6,2000,146,Horror
Rooban,6.5,276,125,Horror
Sathyam,7.3,8,134,Horror
Vorovka,4.8,51,90,Horror
Death Game,5.2,14,87,Horror
Kade,6.7,16,92,Horror
Atu Nuvve Itu Nuvve,6.5,12,123,Horror
Lolipop Gang,3.6,7,90,Horror
Useful Idiots,8.3,19,92,Horror
The Deal,8.5,26,130,Horror
Re Xue Ran Shao,4.2,18,113,Horror
Opasni shmatki,5.2,31,92,Horror
Vi possiamo salvare,2.7,103,89,Horror
Seven Heroes Beat the Monster,6.8,51,89,Horror
Jiwa 8 Belas,5.0,19,86,Horror
Gintama the Movie 2D: Courtesan of the Nation Arc,7.8,6,109,Horror
Riddle of the Shadow Lotus,6.3,53,92,Horror
AK47,7.2,14,146,Horror
Battling to Survive,7.0,53,74,Horror
Guxim,7.7,34,75,Horror
Leha,2.3,42,98,Horror
Guns Blazin,7.1,9,88,Horror
The ShortCut,7.7,1800,138,Horror
SMB-plush presents trick or death,8.8,16,120,Horror
La Tamalera,8.2,9,115,Horror
Roudhra Rupaya,7.6,2000,132,Horror
Dirty Fellow,6.8,3800,119,Horror
Dheera Bhagat Roy,8.6,1100,150,Horror
Tranquility: Ghost Stories,7.6,53,88,Horror
Blood Vendetta,7.7,237,90,Horror
The Winter Prophecy,7.9,13,52,Horror
Three Old Captors,7.0,50,94,Horror
Oversteer,5.2,19,86,Horror
A Reel Heist,5.2,58,116,Horror
StarGazer: The Need of the Many,5.0,9,47,Horror
No Man Standing,8.6,11,93,Horror
Kallu Compound 1995,8.0,2000,140,Horror
Yentha Panichesav Chanti,9.5,85,135,Horror
Urban Vengeance,4.8,12,79,Horror
Travesty,6.4,5,78,Horror
Kyle and the Last Emerald 2,8.4,7,15,Horror
Krapiva: Tsvetok smerti,6.1,56,81,Horror
Best Cop Ever,4.3,49,122,Horror
Daanvi,1.7,7,117,Horror
The Mirage,8.9,10,106,Horror
War with the Evil,6.3,52,85,Horror
Passazhiry,4.5,32,80,Horror
The Domino File,4.7,7,102,Horror
Cholay,8.6,56,60,Horror
Isle: Alpha One,8.4,7,97,Horror
Out of the Shadow,6.5,6,89,Horror
"La Protegida, La Película",9.3,16,67,Horror
Pithala Maathi,7.6,843,140,Horror
Bad Ass Sista,6.9,8,80,Horror
PW V: Tears of the Fallen,8.2,11,60,Horror
Full Clip for a Snitch,3.9,18,75,Horror
S-99,8.7,2100,119,Horror
El Junior Del Patron,7.4,10,92,Horror
Xiao zi,3.5,12,101,Horror
Drunken Swordsman,6.7,50,91,Horror
Sehnsucht nach Firdaws,8.5,6,103,Horror
Los Hijos De Camelia y Emilio,6.4,29,82,Horror
Sesh Bazi,6.2,10,132,Horror
The End of Hen,9.8,10,67,Horror
Po du xing dong,6.8,5,79,Horror
Speed Fight,6.8,52,87,Horror
The Overseas Killer,6.4,52,104,Horror
The Kills,8.8,9,70,Horror
Jimmy's Friends,7.0,11,94,Horror
El Cartel De Teresa,8.0,9,96,Horror
The Vent,8.9,14,3,Horror
Kyle and the Last Emerald,5.5,18,20,Horror
Captain Superb and the Angel of Destiny,3.3,14,120,Horror
Faster: Only one lap,6.9,24,90,Horror
Mahserin Üç Delisi,5.9,16,78,Horror
Lealtad o Morir,8.2,9,87,Horror
Siete Vidas - El Levanton,9.6,5,45,Horror
Las Hermanas Del Cartel,8.2,5,91,Horror
Piri Reis: The Incredible Chart,6.9,22,138,Horror
Duelo De Capos,6.3,29,83,Horror
Luna de Hiel,5.8,21,83,Horror
Bring Back the Colour,6.4,8,47,Horror
Spider-Man: Dimension Rift,8.4,13,127,Horror
Zen Fist,7.2,8,45,Horror
Killer Lee,1.9,9,87,Horror
Mandya Haida,6.2,230,139,Horror
Action of Intelligenagency,6.7,52,85,Horror
Anger,8.8,18,83,Horror
Gadha17,8.0,11,90,Horror
Runnin' from Wolves,7.2,10,133,Horror
Bush Knife,7.0,7,90,Horror
Whispers of the Imperial City,6.8,53,90,Horror
Jefa De Jefas,8.2,9,82,Horror
